"","Longitude..x.","Latitude..y.","Station.Name","Climate.ID","Date.Time","Year","Month","Day","Data.Quality","Max.Temp...C.","Max.Temp.Flag","Min.Temp...C.","Min.Temp.Flag","Mean.Temp...C.","Mean.Temp.Flag","Heat.Deg.Days...C.","Heat.Deg.Days.Flag","Cool.Deg.Days...C.","Cool.Deg.Days.Flag","Total.Rain..mm.","Total.Rain.Flag","Total.Snow..cm.","Total.Snow.Flag","Total.Precip..mm.","Total.Precip.Flag","Snow.on.Grnd..cm.","Snow.on.Grnd.Flag","Dir.of.Max.Gust..10s.deg.","Dir.of.Max.Gust.Flag","Spd.of.Max.Gust..km.h.","Spd.of.Max.Gust.Flag","q","level"
"72",-122.51,53.03,"QUESNEL",1096629,2011-03-13,2011,3,13,NA,8.5,"",0.6,"",4.6,"",13.4,"",0,"",NA,"M",NA,"M",0,"",NA,NA,16,"","59","","0.970","1.742"
"73",-122.51,53.03,"QUESNEL",1096629,2011-03-14,2011,3,14,NA,10.8,"",4.2,"",7.5,"",10.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,19,"","46","","0.992","1.731"
"74",-122.51,53.03,"QUESNEL",1096629,2011-03-15,2011,3,15,NA,11.7,"",3.9,"",7.8,"",10.2,"",0,"",NA,"M",NA,"M",0,"",NA,NA,16,"","54","","1.01","1.733"
"75",-122.51,53.03,"QUESNEL",1096629,2011-03-16,2011,3,16,NA,9.2,"",-2.2,"",3.5,"",14.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.04","1.686"
"76",-122.51,53.03,"QUESNEL",1096629,2011-03-17,2011,3,17,NA,6.4,"",-4.3,"",1.1,"",16.9,"",0,"",NA,"M",NA,"M",6.5,"",NA,NA,NA,"","<31","","1.06","1.663"
"77",-122.51,53.03,"QUESNEL",1096629,2011-03-18,2011,3,18,NA,8.6,"",-8.3,"",0.2,"",17.8,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.07","1.714"
"78",-122.51,53.03,"QUESNEL",1096629,2011-03-19,2011,3,19,NA,5.6,"",-4.8,"",0.4,"",17.6,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.09","1.663"
"79",-122.51,53.03,"QUESNEL",1096629,2011-03-20,2011,3,20,NA,3.6,"",-1.6,"",1,"",17,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.10","1.624"
"80",-122.51,53.03,"QUESNEL",1096629,2011-03-21,2011,3,21,NA,3.3,"",-4.7,"",-0.7,"",18.7,"",0,"",NA,"M",NA,"M",0.8,"",NA,NA,33,"","33","","1.11","1.624"
"81",-122.51,53.03,"QUESNEL",1096629,2011-03-22,2011,3,22,NA,6.3,"",-2.9,"",1.7,"",16.3,"",0,"",NA,"M",NA,"M",1.8,"",NA,NA,NA,"","<31","","1.13","1.616"
"82",-122.51,53.03,"QUESNEL",1096629,2011-03-23,2011,3,23,NA,9.7,"",-5.7,"",2,"",16,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.15","1.627"
"83",-122.51,53.03,"QUESNEL",1096629,2011-03-24,2011,3,24,NA,9.8,"",-6.6,"",1.6,"",16.4,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.17","1.718"
"84",-122.51,53.03,"QUESNEL",1096629,2011-03-25,2011,3,25,NA,11.5,"",-1.3,"",5.1,"",12.9,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.19","1.602"
"85",-122.51,53.03,"QUESNEL",1096629,2011-03-26,2011,3,26,NA,11.4,"",-2.3,"",4.6,"",13.4,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.21","1.603"
"86",-122.51,53.03,"QUESNEL",1096629,2011-03-27,2011,3,27,NA,11.4,"",-5.3,"",3.1,"",14.9,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","1.23","1.606"
"87",-122.51,53.03,"QUESNEL",1096629,2011-03-28,2011,3,28,NA,11.4,"",-3.5,"",4,"",14,"",0,"",NA,"M",NA,"M",0,"",NA,NA,17,"","33","","1.26","1.625"
"88",-122.51,53.03,"QUESNEL",1096629,2011-03-29,2011,3,29,NA,10.4,"",2.5,"",6.5,"",11.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,17,"","46","","1.28","1.634"
"89",-122.51,53.03,"QUESNEL",1096629,2011-03-30,2011,3,30,NA,12.5,"",2.2,"",7.4,"",10.6,"",0,"",NA,"M",NA,"M",0.8,"",NA,NA,16,"","56","","1.31","1.648"
"90",-122.51,53.03,"QUESNEL",1096629,2011-03-31,2011,3,31,NA,12,"",-0.6,"",5.7,"",12.3,"",0,"",NA,"M",NA,"M",5.3,"",NA,NA,30,"","43","","1.34","1.696"
"91",-122.51,53.03,"QUESNEL",1096629,2011-04-01,2011,4,1,NA,7.6,"",-3.7,"",2,"",16,"",0,"",NA,"M",NA,"M",0,"",NA,NA,15,"","32","","1.37","1.718"
"92",-122.51,53.03,"QUESNEL",1096629,2011-04-02,2011,4,2,NA,10.6,"",-5.9,"",2.4,"",15.6,"",0,"",NA,"M",NA,"M",0,"",NA,NA,34,"","46","","1.41","1.722"
"93",-122.51,53.03,"QUESNEL",1096629,2011-04-03,2011,4,3,NA,10.9,"",-6,"",2.5,"",15.5,"",0,"",NA,"M",NA,"M",0,"",NA,NA,20,"","44","","1.83","1.746"
"94",-122.51,53.03,"QUESNEL",1096629,2011-04-04,2011,4,4,NA,12.1,"",1.5,"",6.8,"",11.2,"",0,"",NA,"M",NA,"M",0,"",NA,NA,15,"","41","","2.27","1.767"
"95",-122.51,53.03,"QUESNEL",1096629,2011-04-05,2011,4,5,NA,9.5,"",-2.1,"",3.7,"",14.3,"",0,"",NA,"M",NA,"M",1.3,"",NA,NA,34,"","35","","2.71","1.788"
"96",-122.51,53.03,"QUESNEL",1096629,2011-04-06,2011,4,6,NA,8.9,"",-3.2,"",2.9,"",15.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","3.16","1.782"
"97",-122.51,53.03,"QUESNEL",1096629,2011-04-07,2011,4,7,NA,9.6,"",-5.9,"",1.9,"",16.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,33,"","35","","3.79","1.787"
"98",-122.51,53.03,"QUESNEL",1096629,2011-04-08,2011,4,8,NA,8.8,"",-5,"",1.9,"",16.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","3.93","1.779"
"99",-122.51,53.03,"QUESNEL",1096629,2011-04-09,2011,4,9,NA,13.7,"",2.3,"",8,"",10,"",0,"",NA,"M",NA,"M",0.3,"",NA,NA,15,"","33","","4.07","1.787"
"100",-122.51,53.03,"QUESNEL",1096629,2011-04-10,2011,4,10,NA,13.4,"",-0.6,"",6.4,"",11.6,"",0,"",NA,"M",NA,"M",0,"",NA,NA,18,"","61","","4.21","1.823"
"101",-122.51,53.03,"QUESNEL",1096629,2011-04-11,2011,4,11,NA,9.6,"",-1.5,"",4.1,"",13.9,"",0,"",NA,"M",NA,"M",0,"",NA,NA,30,"","52","","4.36","1.873"
"102",-122.51,53.03,"QUESNEL",1096629,2011-04-12,2011,4,12,NA,10.5,"",-6.4,"",2.1,"",15.9,"",0,"",NA,"M",NA,"M",0,"",NA,NA,15,"","43","","4.51","1.867"
"103",-122.51,53.03,"QUESNEL",1096629,2011-04-13,2011,4,13,NA,13.9,"",2.7,"",8.3,"",9.7,"",0,"",NA,"M",NA,"M",0,"",NA,NA,16,"","44","","4.67","1.892"
"104",-122.51,53.03,"QUESNEL",1096629,2011-04-14,2011,4,14,NA,10.8,"",0.4,"",5.6,"",12.4,"",0,"",NA,"M",NA,"M",0,"",NA,NA,15,"","43","","4.82","1.930"
"105",-122.51,53.03,"QUESNEL",1096629,2011-04-15,2011,4,15,NA,8.4,"",-5.9,"",1.3,"",16.7,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","4.98","1.924"
"106",-122.51,53.03,"QUESNEL",1096629,2011-04-16,2011,4,16,NA,4.3,"",-2,"",1.2,"",16.8,"",0,"",NA,"M",NA,"M",0.8,"",NA,NA,36,"","35","","5.14","1.955"
"107",-122.51,53.03,"QUESNEL",1096629,2011-04-17,2011,4,17,NA,7.8,"",-5.1,"",1.4,"",16.6,"",0,"",NA,"M",NA,"M",0,"",NA,NA,31,"","44","","5.29","1.931"
"108",-122.51,53.03,"QUESNEL",1096629,2011-04-18,2011,4,18,NA,7.5,"",-5.8,"",0.9,"",17.1,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","5.45","1.908"
"109",-122.51,53.03,"QUESNEL",1096629,2011-04-19,2011,4,19,NA,7.6,"",-5.6,"",1,"",17,"",0,"",NA,"M",NA,"M",0.8,"",NA,NA,17,"","32","","5.60","1.899"
"110",-122.51,53.03,"QUESNEL",1096629,2011-04-20,2011,4,20,NA,9.2,"",-4.5,"",2.4,"",15.6,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","5.76","1.893"
"111",-122.51,53.03,"QUESNEL",1096629,2011-04-21,2011,4,21,NA,9.1,"",-6.4,"",1.4,"",16.6,"",0,"",NA,"M",NA,"M",0,"",NA,NA,31,"","32","","5.92","1.882"
"112",-122.51,53.03,"QUESNEL",1096629,2011-04-22,2011,4,22,NA,11.2,"",-6.9,"",2.2,"",15.8,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","6.10","1.878"
"113",-122.51,53.03,"QUESNEL",1096629,2011-04-23,2011,4,23,NA,16.5,"",-6.1,"",5.2,"",12.8,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","7.03","1.889"
"114",-122.51,53.03,"QUESNEL",1096629,2011-04-24,2011,4,24,NA,17.4,"",-5,"",6.2,"",11.8,"",0,"",NA,"M",NA,"M",0,"",NA,NA,16,"","33","","8.31","1.933"
"115",-122.51,53.03,"QUESNEL",1096629,2011-04-25,2011,4,25,NA,11.3,"",2.2,"",6.8,"",11.2,"",0,"",NA,"M",NA,"M",0.6,"",NA,NA,33,"","37","","11.4","2.023"
"116",-122.51,53.03,"QUESNEL",1096629,2011-04-26,2011,4,26,NA,13.3,"",-0.9,"",6.2,"",11.8,"",0,"",NA,"M",NA,"M",0,"",NA,NA,26,"","44","","14.1","2.091"
"117",-122.51,53.03,"QUESNEL",1096629,2011-04-27,2011,4,27,NA,13.2,"",0,"",6.6,"",11.4,"",0,"",NA,"M",NA,"M",0,"",NA,NA,15,"","43","","17.0","2.152"
"118",-122.51,53.03,"QUESNEL",1096629,2011-04-28,2011,4,28,NA,12.4,"",-3.6,"",4.4,"",13.6,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","19.0","2.189"
"119",-122.51,53.03,"QUESNEL",1096629,2011-04-29,2011,4,29,NA,11.2,"",1.9,"",6.6,"",11.4,"",0,"",NA,"M",NA,"M",0.5,"",NA,NA,32,"","33","","20.4","2.212"
"120",-122.51,53.03,"QUESNEL",1096629,2011-04-30,2011,4,30,NA,13.4,"",-3.4,"",5,"",13,"",0,"",NA,"M",NA,"M",0,"",NA,NA,NA,"","<31","","21.4","2.227"
"121",-122.51,53.03,"QUESNEL",1096629,2011-05-01,2011,5,1,NA,17.4,"",-4.2,"",6.6,"",11.4,"",0,"",NA,"M",NA,"M",0,"",NA,NA,15,"","46","","21.5","2.225"
"122",-122.51,53.03,"QUESNEL",1096629,2011-05-02,2011,5,2,NA,11.2,"",3.8,"",7.5,"",10.5,"",0,"",NA,"M",NA,"M",3.1,"",NA,NA,12,"","35","","23.2","2.251"
